,Original_Text,Class_String,Class_Number,Neuron_38
1207,"AP - Iraqi authorities claimed on Sunday to have captured Izzat Ibrahim al-Douri, the most wanted member of Saddam Hussein's ousted dictatorship, but there was confusion over the report, as the Iraqi defense minister said word of his arrest was ""baseless.""",World,1,0.0
1208,AP - Tim Couch's stay in Green Bay was short and unproductive.,Sports,2,0.31845388
1212,MICHAEL Kasprowicz has put national selectors into a difficult situation with a five-wicket burst that has enhanced Australia #39;s hopes of snatching a maiden Champions Trophy in London this month.,Sports,2,0.2119372
1215,"Leaving behind two French reporters still held hostage in Iraq, France #39;s foreign minister headed home from the Middle East but said they were still believed to be alive and that efforts to free them would continue.",World,1,0.18871297
1216,"If the playoffs opened right now, instead of next month, the A #39;s would face the Red Sox in the first round -- again. Boston bounced Oakland out of the postseason in five games last year, coming back from a 2-0 deficit to do so.",Sports,2,0.0
1217,"Freshman Brent Schaeffer threw for one touchdown and ran for another Sunday as the 14th-ranked Tennessee Volunteers defeated the UNLV Rebels, 42-17.",Sports,2,0.0
1218,"SALINAS, Calif. -- Baseball commissioner Bud Selig said in meetings Monday that he would accept government intervention on steroid testing if the players #39; association refuses to change the current rules, which run for two more years.",Sports,2,0.0
1222,"Lawyers for Anwar Ibrahim, the former deputy prime minister of Malaysia, have launched a bid to clear his name. Mr Anwar was freed from jail on Thursday, after a conviction for sodomy was quashed by a Malaysian court.",World,1,0.0
1224,"AFP - The foreign ministers of India and Pakistan held a closing round of talks amid reports of progress on peripheral issues, but the nuclear rivals remained deadlocked on Kashmir.",World,1,0.0
1227," BESLAN, Russia (Reuters) - Russia on Monday mourned the  deaths of hundreds of children and adults in its worst hostage  drama as criticism mounted over the way President Vladimir  Putin and his security forces handled the crisis.",World,1,0.0
1228,An impressive first-half display from Brazil saw the Selecao defeat Bolivia 3-1 to move back to the top of the South American World Cup qualifying group.,Sports,2,0.16354735
1238,"Luke Donald says his win in the European Masters on Sunday bodes well for his upcoming Ryder Cup debut. Donald was one of European captain Bernhard Langer #39;s two picks for the match, which takes place at Oakland Hills, Michigan from 17-19 September.",Sports,2,0.0
1239,"BAGHDAD, Iraq -- A US military official in Iraq said seven American marines have been killed Monday in a car-bomb explosion. Several other Marines have been wounded in the attack.",World,1,0.0
1244,"The Felix Diaz who struggled mightily for most of the time he has spent at the major league level this season was nowhere to be found Sunday afternoon, and that was a most pleasant development as far as the White Sox were concerned.",Sports,2,0.0
1246,"After spending the first 29 starts of his career mostly confined to the East Coast, Supah Blitz found out what everyone eventually does - it #39;s much better at Del Mar. In his ",Sports,2,0.24288487
1247,"Japanese baseball players will strike for the first time if owners proceed with a proposed merger of two teams, the players #39; union said Monday.",Sports,2,0.18676214
1249,"BUOYED by ever-increasing crowd figures and television ratings, rugby union yesterday announced a significant expansion of the southern hemisphere season which includes an assault on the traditional September AFL and NRL finals series.",Sports,2,0.24417335
1250,BOSTON - The Boston Red Sox put themselves in great position for a run at the AL East-leading New York Yankees with a great homestand.,Sports,2,0.0
1259,Britain #39;s Jenson Button has justified his decision to leave BAR for Williams as the dispute over his future moves towards a conclusion.,Sports,2,0.14780094
1260,Reds general manager Dan O #39;Brien said Sunday what he has hinted at for the last month or so: Dave Miley and his staff will be back for 2005.,Sports,2,0.19808683
1261,"AP - Astros pitcher Brandon Backe hit his first career homer, a two-run shot, and allowed one run in seven innings to keep Houston in the thick of the NL wild-card chase with an 11-5 rout of the Cincinnati Reds on Monday.",Sports,2,0.0
1263,"A massive car bomb exploded on the outskirts of the Iraqi city of Fallujah, killing seven United States Marines and wounding several others, a US military official said.",World,1,0.10368839
1264,"NEW YORK - Bill Clinton underwent a successful quadruple heart bypass operation Monday to relieve severely clogged arteries that doctors said put the former president at grave risk of suffering a heart attack.    Clinton is expected to make a full recovery, but doctors said he was fortunate to have checked himself into the hospital when he did...",World,1,0.27897108
1266,"NEW DELHI, 7 September 2004 - India and Pakistan stuck to their guns on the Kashmir issue as the foreign ministers of the two countries concluded their talks yesterday on what was described as a positive note.",World,1,0.121726796
1267,Tiger Woods's reign as the world's top player ends at 264 weeks as Vijay Singh has seized the No. 1 spot after beating Woods to win the Deutsche Bank on Monday.,Sports,2,0.0
1269,"The Philippines Saturday expressed quot;deepest sympathy quot; to the families of the dead in the Russian school siege on Friday, in which 322 people were killed when Russian troops stormed ",Sci/Tech,4,0.08300856
1271,"For it to happen on Labor Day became a perfectly fitting reward for Vijay Singh, golf #39;s most noted laborer. The man from Fiji who closes practices ranges for a living opened a new door in world golf Monday.",Sports,2,0.015566019
1272,"AP - Islanders scrambled to put up storm shutters and stock up on supplies as the fourth major hurricane of the season churned closer to the Caribbean, packing sustained winds of 105 mph.",World,1,0.2033984
1276,"year ago, the Mets were going nowhere when they swept the first-place Atlanta Braves in a three-game series at Shea Stadium on the first three days of September.",Sports,2,0.0
1278,"The guerrillas who took over a school in southern Russia argued heatedly over whether to abandon the siege in the moments leading up to the firestorm of explosions and shooting that killed hundreds, Russian officials said Monday.",World,1,0.08901492
1281,"Brandon Backe pitched seven innings and clubbed a two-run homer, the first of his major league career, to earn the Houston Astros an 11-5 triumph over the Cincinnati Reds in the National League Monday.",Sports,2,0.0
1282,The University of Texas football team is coming off a 65-0 victory over the North Texas Eagles. Texas dominated every facet of the game against the Eagles.,Sports,2,0.0
1283, NEW YORK (Reuters) - Alex Rodriguez drove in three runs and  Orlando Hernandez pitched seven strong innings to guide the New  York Yankees past the Tampa Bay Devil Rays 7-4 in the American  League Monday.,Sports,2,0.0
1284,"The sun was setting when Vijay Singh, Fijian golfer of Indian origin, birdied the 18th here, and it seemed like a sign that Tiger Woods days as the worlds number one player may be fading.",Sports,2,0.0
1287,The British and Irish Lions have accepted an extra match on their tour of New Zealand next year. The Lions will now play the traditionally strong Auckland provincial ,Sports,2,0.0
1288,com. The San Diego Chargers announced on Monday that Drew Brees will start the 2004 opener against the Houston Texans at Reliant Stadium.,Sports,2,0.0
1290,"Over 100,000 people are expected to attend an anti-terrorism rally in Moscow following the Beslan school massacre. The rally, being held outside the Kremlin, is taking place on the second day of official morning ",World,1,0.062405743
1296,"Israel would start liquidating the Erez industrial zone in the northern Gaza Strip before launching the first stage of the disengagement plan in March 2005,local newspaper Ha #39;aretz reported on Tuesday.",Business,3,0.0943215
1298," BAGHDAD (Reuters) - Iraqi fighters battled U.S. troops in a  Baghdad slum district Tuesday, raising the death toll to 22  Iraqis and one U.S. soldier and threatening to wreck a  cease-fire called by rebel Shi'ite cleric Moqtada al-Sadr.",World,1,0.0
1299,"BAGHDAD, Iraq - U.S. forces battled insurgents loyal to Shiite cleric Muqtada al-Sadr in the Baghdad slum of Sadr City on Tuesday, in clashes that left at least 34 people dead, including one American soldier, and 193 people injured, U.S...",World,1,0.0
1300,"GAZA CITY, Gaza Strip Sept. 7, 2004 - Israeli helicopters attacked a Hamas training camp early Tuesday, killing at least 14 militants and wounding 30 others in one of the deadliest airstrikes since fighting broke out four years ago.",World,1,0.0
1302,"NEW YORK The rivalry match at the United States Open fizzled, but the mismatch sizzled. After Lindsay Davenport defeated Venus Williams, 7-5, 6-4, in a match that was ho-hum until the last game, Nadia Petrova ",Sports,2,0.0
1303,"A British soldier has been charged with the murder of a civilian in Iraq, police said. Trooper Kevin Lee Williams, 21, from the 2nd Royal Tank Regiment, is due to appear at Bow Street Magistrates Court.",World,1,0.0
1304,"The No. 1 golfer in the world is on his way to Glen Abbey for this week #39;s Canadian Open. No, Tiger Woods hasn #39;t changed his plans.",Sports,2,0.22063255
1306,"LONDON President Vladimir Putin of Russia has ruled out a public inquiry into the Beslan school siege and snarled at those who think he should do business with Chechen militants, two British newspapers said Tuesday.",World,1,0.0
1309,SAN DIEGO (Ticker) -- A late rally gave the San Diego Padres a rare win over the St. Louis Cardinals. Ryan Klesko delivered a go-ahead RBI single to start a four-run outburst in the bottom of the eighth inning as San Diego posted a 7-3 victory over St.,Sports,2,0.0
1313,"TEHRAN (IRNA) -- Defense Minister Ali Shamkhani stressed that Iran #39;s recent test of the Shahab-3 missile was successful, saying his ministry is ready to test it again  #39;in the presence of observers #39;.",World,1,0.12005676
1316,"US troops battled Shiite militiamen loyal to rebel cleric Muqtada al-Sadr in the Baghdad slum of Sadr City on Tuesday in fierce fighting that killed 36 people, including ",World,1,0.0
1320,Forget about No. 1 rankings. Another number will be tested this week when USC plays Colorado State. It #39;s a triple digit that bothered USC coach Pete Carroll each time he heard it last season.,Sports,2,0.0
1322,The Chicago Cubs and Florida Marlins will play two doubleheaders to make up the three-game series that was wiped out last weekend in Miami by Hurricane Frances.,Sports,2,0.0
1327,"Andy Robinson, currently the caretaker of England #39;s only World Cup holding major sports team, is the future, barring a particularly bleak autumn.",Sports,2,0.0
1328,AP - Milan Hejduk scored two goals as the Czech Republic routed Sweden 6-1 Tuesday night in the quarterfinals of the World Cup of Hockey.,Sports,2,0.0
1329,"AP - Afghanistan's historic election campaign got under way Tuesday, pitting 17 hopefuls against interim leader Hamid Karzai in the race to become the impoverished country's first popularly elected president.",World,1,0.0
1338,"AP - President Bush and Sen. John Kerry are using Iraq to advance their negative campaign tactics as the U.S. military death toll in Iraq tops 1,000. War, it seems, is just another excuse to call the other guy names.",World,1,0.05339597
1339,"AP - Vice President Dick Cheney said Tuesday that the nation faces the threat of another terrorist attack if voters make the ""wrong choice"" on Election Day, suggesting that Sen. John Kerry would follow a pre-Sept. 11 policy of reacting defensively.",World,1,0.054702453
1342,"A four-day layoff fails to cool off the Marlins, who extend their winning streak to eight games by beating the Mets, 7-3.",Sports,2,0.15664092
1348,Tiger Woods has put himself in some peculiar positions this year. He has struggled just to make the cut. Tee shots have ricocheted off corporate tents and small children.,Sports,2,0.3152803
1351,"It was just about a year ago that Jennifer Capriati had this very same feeling. There she was, in Arthur Ashe Stadium, the lights glaring, more than 20,000 fans screaming. Only the opponent was different, as Capriati faced Justine Henin-Hardenne, serving for what would become one of the most important matches of her career. But that night, ...",Sports,2,0.0
1352,"Baghdad, Sept. 8 (NNN): Bloody clashes on Tuesday between US forces and Shia militiamen left more than 46 persons, including six US soldiers, dead across Iraq during the past 24 hours, officials said here on Wednesday.",World,1,0.027282726
1353,"For all their rejuvenation, the Tigers have lost the season series to the Kansas City Royals, who own the American League #39;s worst record and don #39;t have a winning mark against another AL club.",Sports,2,0.0
1356,"Soon after Joe Gibbs ended his 11-year retirement from football and reunited his distinguished offensive coaching staff this winter, a call went out to the NFL offices in New York.",Sports,2,0.0
1362,"Unfairly, unbelievably, Serena Williams was robbed of a point by an umpire #39;s mistake at the US Open, just like her sister was at Wimbledon.",Sports,2,0.14590207
1365, DUBAI/PARIS (Reuters) - The French government held crisis  talks on the fate of two French journalists held hostage in  Iraq Wednesday amid growing uncertainty over whether their  kidnappers had demanded a ransom and two-day deadline.,World,1,0.04152027
1371,"In recent years, Penn State critics have pointed to its offensive game plan as the source of the team #39;s problems. It was too rigid at times, they said, too reckless at others.",Sports,2,0.2500615
1377,"AP - Some in Michigan who roll up their sleeves to donate blood will get a racetrack T-shirt, hat and pin. Sponsors in San Diego have given away whale-watching trips. On Wednesday, the Cleveland Regional Transit Authority handed out vouchers for a pint of any beverage, including beer, in exchange for a pint of blood.",Sci/Tech,4,0.19387929
1379,Bandar Seri Begawan - Bruneis Royal Wedding between His Royal Highness the Crown Prince Haji Al-Mutahdee Billah and Yang Mulia Dayangku Sarah binti Pengiran Salleh Ab Rahaman has attracted some 170 foreign journalists to the Sultanate.,World,1,0.0
1381,"AP - Atlanta left-hander Mike Hampton was not able to pitch for the Braves on Wednesday, still bothered by a stiff neck that kept him out of his scheduled start Monday.",Sports,2,0.0
1382,England #39;s soccer team refused to face the media after their 2-1 World Cup qualifying victory in Poland on Wednesday in protest at negative publicity they received after Saturday #39;s 2-2 tie with Austria.,Sports,2,0.0
1384,"Germany and Brazil fought out a 1-1 friendly international draw in their first meeting since the 2002 World Cup final. The visitors opened the scoring on nine minutes thanks to a Ronaldinho free kick, but ",Sports,2,0.0
1385,"Canadian Press - KELOWNA, B.C. (CP) - The federal government will seek a flexible medicare-reform agreement that could include individual deals with provinces, Prime Minister Paul Martin said Wednesday.",World,1,0.23214877
1386,Reuters - Israeli forces thrust into the outskirts\of the Jabalya refugee camp in the northern Gaza Strip on\Thursday in what the military said was an effort to stop\Palestinians firing rockets into Israel.,World,1,0.0
1389,Indianapolis' loss to New England in the A.F.C. championship game in January will have an impact on officiating as the N.F.L. begins the 2004 season Thursday night.,Sports,2,0.0
1393,"he weather played havoc with the United States Open schedule yesterday, but it did not affect Lindsay Davenport #39;s game. In front of a sparse crowd of no more than several hundred people at ",Sports,2,0.064727426
1394,"AFP - Two Britons were shot dead by unknown gunmen near the famous Bridge over the River Kwai in western Thailand, police said.",World,1,0.17694265
1399,"Egypt took a step back from plans to help the Palestinians prepare for an Israeli withdrawal from Gaza on Wednesday, saying it could not play its role in full as long as Israeli attacks on Palestinians continue.",World,1,0.0
1400,AP - The rainy remnants of Hurricane Frances forced Pittsburgh to practice inside in advance of its delayed season opener.,Sports,2,0.31851748
1402,"BEIJING -- China's Sichuan province faced the threat of epidemics yesterday after the worst flooding in a century killed at least 172 people and left scores missing, while water levels at the huge Three Gorges Dam swelled.",World,1,0.28245315
1403,"TALLAHASSEE, Fla. - Two devastating hurricanes have given President Bush something his political advisers couldn't dream up: the chance to play comforter in chief in a battleground state he is determined to win again...",World,1,0.14471851
1404," LONDON (Reuters) - France's Olivier Panis will retire from  Formula One at the end of the 2004 season, his team Toyota said  on Thursday.",Sports,2,0.017549394
1405,"In March, when his free agency tour stopped here, five-time Pro Bowl safety John Lynch got a glimpse of the formula that has the New England Patriots poised to establish an NFL record for consecutive victories and become just the second team to win three Super Bowls in four years. Lynch ultimately signed a few days later with ...",Sports,2,0.0
1406,"With two Super Bowl wins in the last three years, the Patriots have enjoyed the greatest stretch in franchise history, and they've been lauded for doing it with team play. Here are examples of when the other sports franchises in town distinguished themselves in similar fashion.",Sports,2,0.0
1407,"NO LONG GAME: It had figured to be a whirlwind tour for John Daly -- from Germany to the Deutsche Bank Championship in our neck of the woods, then onward to the other side of the world to defend his Korean Open title. But his late commitment to the Deutsche Bank and the unusual Monday finish apparently wore him out. ...",Sports,2,0.0
1408,BASEBALL Atlanta (NL): Recalled P Roman Colon from Greenville (Southern League). Cincinnati (NL): Announced INF Brandon Larson accepted his outright assignment to Louisville (IL). Tampa Bay (AL): Released 1B-DH Randall Simon; recalled OF Midre Cummings from Durham (IL).,Sports,2,0.0
1414,"On Monday, the newly crowned No. 1 walked into a room to face the world #39;s golfing media, having just shot down Tiger Woods in the final round of the Deutsche Bank Championship near Boston.",Sports,2,0.0
1417,"LONDON: After a mixed bag of results in the weekend #39;s soccer qualifiers, Europe #39;s major countries asserted their authority this morning with France, England and Italy all winning away.",Sports,2,0.0
1418,"AC Milan striker Filippo Inzaghi is fit for the start of the Serie A season after recovering from an ankle injury, the club said on Thursday.",Sports,2,0.0
1422,CHICAGO (Ticker) -- Two teams heading in opposite directions meet Monday at the United Center when the San Antonio Spurs visit the Chicago Bulls.,Sports,2,0.0
1423," ST PETERSBURG, Russia (Reuters) - Police have found  explosives, detonators and a gun in a cinema in Russia's second  city St Petersburg which was closed for renovation, the  Interior Ministry said on Thursday.",World,1,0.0
1424,"A large explosion was set off early Thursday outside the Australian Embassy in Jakarta's financial district, killing at least eight people and wounding more than 150, officials said. Police said the blast appeared to have been a suicide attack using a car bomb.",World,1,0.09099223
1435,"AP - Built in the days of Mao Zedong's 1966-76 Cultural Revolution, Shanghai's rundown city gymnasium is getting the full NBA treatment for next month's exhibition game between the Sacramento Kings and the Houston Rockets.",Sports,2,0.0
1440,"----- NASHVILLE, Tennessee (Ticker) - The Nashville Predators signed defenseman Ryan Suter, their first-round pick in the 2003 draft, on Thursday.",Sports,2,0.0
1445,"JAKARTA, Indonesia - Suspected Muslim militants detonated a car bomb Thursday outside the Australian Embassy in Jakarta, killing nine people and wounding 173 in a bloody strike at a key U.S. ally in the war in Iraq...",World,1,0.0
1454,"NEW YORK -- Tim Henman #39;s quarterfinal victory at the US Open was a microcosm of his career - long and brilliant in spurts, with an expected disappointment on the horizon.",Sports,2,0.0
1455,Reuters - The United States declared on\Thursday that the violence in Sudan's Darfur region amounted to\genocide and urged the world to back an expanded African\peacekeeping force to halt the bloodshed.,World,1,0.15926245
1458,"NEW YORK -- Baseball commissioner Bud Selig had surgery Monday to remove a cancerous lesion from his forehead. The lesion was detected last month during Selig #39;s annual physical, and a biopsy confirmed that it contained melanoma, a form of skin cancer.",Sports,2,0.0
1459,"Ayman al- Zawahiri, second in command of al-Qaida, said last night that the US faced defeat in Iraq and Afghanistan. In a videotape broadcast by the Arab satellite television station al-Jazeera, he said:  quot;The ",World,1,0.025250182
1461,AP - Osama bin Laden's chief deputy proclaimed the United States will ultimately be defeated in Iraq and Afghanistan in a videotape broadcast Thursday that appeared to be a rallying call for al-Qaida ahead of the anniversary of the Sept. 11 attacks.,World,1,0.0
1464,"JOHANNESBURG, Sept. 9 -- A German man and his colleague appeared in court Thursday on charges of violating South Africa #39;s ban against nuclear proliferation, according to news reports.",World,1,0.16341539
1465,"AP - It's taken four years and then some. Through injuries, timid play, occasional doubts and flashes of brilliance, everyone at Georgia has waited for Fred Gibson and Reggie Brown to fulfill their enormous potential.",Sports,2,0.15328826
1466,"FOXBORO, Mass. - Peyton Manning reached the 25,000-yard passing mark faster than anyone but Dan Marino, and the Indianapolis Colts shredded the New England Patriots for a 17-13 halftime lead Thursday night...",World,1,0.0
1467,"Bobby Madritsch pitched eight shutout innings and the Seattle Mariners ended a seven-game losing streak Thursday night with a 7-1 victory over Boston, dropping the Red Sox 3 games behind the first-place New York Yankees in the AL East.",Sports,2,0.0
1468,"RICHMOND, Va. - Its the 26th race of the Nextel Cup season, and for the first time in the sports history, a season will end before, well, the season.",Sports,2,0.0
1470,The New England Patriots began their quest for successive Super Bowl titles with a tight 27-24 win over the Indianapolis Colts in the opening game of the NFL season in Foxboro Thursday.,Sports,2,0.0
1472,"GAZA CITY -- Palestinian gunmen and Israeli troops fought pitched battles Thursday on the outskirts of the largest refugee camp in the Gaza Strip, with schoolchildren scampering through sandy alleyways just yards from the fighting.",World,1,0.0
1473,"Andy Roddick of the United States ran into a bold, bigger version of himself at the US Open, and 6-foot-6 Joachim Johansson of Sweden sent the defending champion home.",Sports,2,0.120024115
1475,The Indonesian police asserted Friday it would intensify the hunt of two Malaysian fugitives Azahari and Noordin Moh Top believed to be responsible for the Thursday #39;s bombing at the Australian embassy.,World,1,0.0
1478,"Chances are the state of Massachusetts will never crown a high school football state champion. But for those who might covet such an idea, the 2004 season kicks off tonight with about as close as you'll ever get to such a matchup when two of the top squads in Central Mass. meet two of the top-ranked squads in Eastern Mass.",Sports,2,0.0
1484,"This is what #39;s known as lucking into it. Jim Mora gets his first head coaching job at any level, with the Atlanta Falcons, and finds Michael Vick waiting for him.",Sports,2,0.0
1487,It will be a long way from West Lakes when Lleyton Hewitt takes on his younger sister #39;s boyfriend. Robert Lusetich reports. IT is a US Open semi-final that has been previewed many times before -- in Adelaide.,Sports,2,0.257857
1488,"ATLANTA - Atlanta Braves shortsop Rafael Furcal has been arrested on charges of driving under the influence. Jail officials say Furcal was booked into the Atlanta city jail at 6:25 am on charges of DUI, speeding and reckless driving.",Sports,2,0.0
1489,"(Sports Network) - The Kansas City Royals host the opener of a three-game series against the Tampa Bay Devil Rays tonight, just one day after playing a very strange doubleheader.",Sports,2,0.0
1490,Rebel leaders from Sudan #39;s Darfur region called on Thursday on Nigeria to intervene and kickstart African Union-sponsored talks on the crisis in the west of Sudan ,World,1,0.0
1492,"The foreign ministers of India and Pakistan have concluded another round of peace talks. The talks in Indias capital, New Delhi, set the stage for an expected meeting at the United Nations later this month ",World,1,0.10737751
1493,ATLANTA - An Atlanta Braves player is in the Atlanta Jail today after being arrested on a charge of driving under the influence. Members of the DUI Task Force arrested shortstop Rafael Furcal about 4:20 am ,Sports,2,0.0
1496,"Felix Magath #39;s rigorous new training regime at Bayern Munich has been praised by club chairman Karl-Heinz Rummenigge. Magath #39;s approach had been criticised by some of his players, and Bayern have made a slow ",Sports,2,0.0
1502,England welcomed back the world #39;s best one-day player on Friday as they began their challenge for the ICC Champions Trophy by naming key all-rounder Andrew Flintoff in their line-up to face Zimbabwe at Edgbaston.,Sports,2,0.0
1504, HARARE (Reuters) - A Zimbabwe court jailed British former  special services officer Simon Mann for seven years on Friday  in a case prosecutors had linked to a foiled coup plot in  oil-rich Equatorial Guinea.,World,1,0.0
1505,Reuters - Thousands of Italians marched silently\through Rome in a candlelit procession on Friday to demand the\release of two female aid workers seized in Baghdad.,World,1,0.24839815
1517,AP - U.S. troops handed over medical supplies to Iraqi relief workers Friday amid a siege of a northeastern ethnic Turkish city where Iraqi and American forces are trying to root out hundreds of militants.,World,1,0.03587226
1518,"While Rafael Furcal #39;s DUI arrest on Friday could serve as a distraction for the remainder of the season, the Braves are looking to put the matter behind them, and at the ",Sports,2,0.0
1519,"AP - Accused U.S. Army deserter Charles Jenkins left his Tokyo hospital for an American military base to surrender to military authorities Saturday, nearly 40 years after he allegedly defected to North Korea.",World,1,0.0
1521,"TOKYO - Accused U.S. Army deserter Charles Jenkins left his Tokyo hospital for an American military base to surrender to military authorities Saturday, nearly 40 years after he allegedly defected to North Korea...",World,1,0.0
1522,"The grip on the steering wheel will be a little tighter, aggressions will run a little higher and emotions will be flowing stronger than ever.",Sports,2,0.26522774
1528,"JAKARTA, Indonesia -- Police released yesterday a grainy photo taken by a security camera of a white delivery truck just before it blew up outside the Australian Embassy and said they suspect two suicide bombers in the vehicle set off the explosion, killing seven other people.",World,1,0.14545578
1529,The British leader of a group of 67 alleged mercenaries accused of plotting a coup in Equatorial Guinea has been sentenced to seven years in jail.,World,1,0.07575951
1532,Indonesian police have released video footage of the explosion outside the Australian embassy in Jakarta. At the same time they say there is no evidence to support the Australian Foreign Minister #39;s claim that ,World,1,0.16392478
1533,AFP - Paul Collingwood's unbeaten 80 took England to 299 for seven against Zimbabwe in their opening Champions Trophy Pool D match at Edgbaston here.,World,1,0.0
1536,"AP - Jeff Garcia's girlfriend, Playboy magazine's Playmate of the Year, was charged with assault in a bar fight last month with a woman the Cleveland Browns quarterback once dated.",Sports,2,0.0
1537,Reuters - The United\States piled pressure on Sudan Wednesday to accept a more\powerful monitoring force in Darfur with a new U.N. draft\resolution threatening sanctions on its oil industry.,World,1,0.23482025
1538," KRYNICA, Poland (Reuters) - Polish leader Marek Belka tried  to head off a controversy with Berlin over World War II  reparations after Poland's parliament caused anger in Germany  by declaring Poles were still owed for wartime losses.",World,1,0.0
1540,"BIRMINGHAM, Sep 11: England got their Champions Trophy campaign off to a successful start with a record 152-run win against Zimbabwe at Edgbaston here Saturday.",Sports,2,0.0
1543,charge Iran vehemently denies. The IAEA has found many previously concealed nuclear activities in Iran. but no  quot;smoking gun quot; backing the US view.,World,1,0.26229465
1544,A US military intelligence soldier in Iraq has been sentenced to 8 months in prison for taking part in torturing detainees in Abu Ghraib prison.,World,1,0.027485728
1545,At least two protesters were killed when supporters of a sacked Afghan governor clashed with US and Afghan security forces in the western city of Herat.,World,1,0.0
1547,"AP - Paul Pinegar threw two touchdown passes to Matt Rivera and ran for another score, and Fresno State upset No. 13 Kansas State 45-21 on Saturday.",Sports,2,0.0
1549,AFP - Sealing ratification of an EU constitution and the question of terrorism will top the agenda when Spanish Prime Minister Jose Luis Rodriguez Zapatero welcomes French President Jacques Chirac and German Chancellor Gerhard Schroeder to a summit meeting Monday.,World,1,0.0
1551,LONDON -Nathan Astle #39;s 145 helped give New Zealand a record-setting 210-run victory over cricket rookie United States in the ICC Champions Trophy Pool A match at the Oval yesterday.,Sports,2,0.0
1553,"COLUMBUS, Ohio (Sports Network) - Mike Nugent #39;s 55-yard field goal as time expired lifted the ninth-ranked Ohio State Buckeyes to a dramatic 24-21 win over the pesky Marshall Thundering Herd in the first-ever meeting between the teams.",Sports,2,0.0
1554,California Bears head coach Jeff Tedford agrees to a five-year contract extension through 2009 on Monday.,Sports,2,0.23185118
1555,"NEW YORK Sept. 11, 2004 - Pounding ferocious forehands and covering the baseline with the muscular legs of a Tour de France rider, Svetlana Kuznetsova overwhelmed Elena Dementieva 6-3, 7-5 Saturday night in the US Open #39;s first all-Russian final.",Sports,2,0.0
1557,Vincent Lecavalier #39;s goal 3:45 into overtime earned Canada a nail-biting 4-3 victory over the Czech Republic on Saturday and a place in the final of the World Cup of Hockey.,Sports,2,0.0
1558,"Detroit, MI -- Jacque Jones #39; single in the seventh scored Pat Borders with the go-ahead run and the Minnesota Twins held on for a 3-2 victory over the Detroit Tigers at Comerica Park.",Sports,2,0.0
1560,"The Tigers lost both of their All-Stars, shortstop Carlos Guillen and catcher Ivan Rodriguez, to knee injuries on separate plays in Saturday #39;s game against the Twins.",Sports,2,0.0
1562,"ATHENSEgypt #39;s Patriarch of Alexandria, whose post traces its lineage to one of Christ #39;s disciples, was killed with his Greek Orthodox retinue yesterday in a helicopter crash, Greek authorities confirmed.",World,1,0.2264717
1563,"Unbeaten Orlando Hernandez pitched seven innings of five-hit ball to win his eighth straight decision, and the New York Yankees beat Sidney Ponson and the Orioles, 5-2, yesterday in Baltimore.",Sports,2,0.0
1564,"When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",Sports,2,0.0
1565,"MANHATTAN, Kan. -- Paul Pinegar threw two touchdown passes to Matt Rivera and ran for another score, and Fresno State upset No. 13 Kansas State, 45-21, yesterday.",Sports,2,0.0
1566,"Frustration set in quickly for Andre Callender. He had already waited a whole year, and now he had to wait another game to play college football.",Sports,2,0.10359618
1567,"The full force of Hurricane Ivan has hit the Cayman Islands, ripping up homes and causing extensive flooding. Up to 40,000 residents - including a large British expat community - hid in homes and shelters to try and escape Ivan #39;s ferocious 155mph winds.",World,1,0.26039803
1568," SEOUL (Reuters) - A huge explosion rocked North Korea last  week but U.S. and South Korean officials said on Sunday it was  unlikely to have been a nuclear weapons test despite the  appearance of a ""peculiar cloud"" over the area.",World,1,0.07471263
1569,"AP - Dave Wannstedt wasn't happy with Jay Fiedler on Saturday, and the feeling was mutual. Wannstedt benched Fiedler at halftime of the Miami Dolphins' 17-7 loss to the Tennessee Titans, and the quarterback said he was disappointed about the quick hook.",Sports,2,0.0
1570,Hopes of another European Tour victory on the US PGA Tour remained high as Jesper Parnevik and Vijay Singh enjoyed a share of second place after the third round of the Bell Canadian Open at the Glen Abbey course in Ontario.,Sports,2,0.0
1571,Senegal striker Henri Camara scored his first two goals for champions Celtic in their 3-0 win against Dundee in the Scottish Premier League on Saturday.,Sports,2,0.0
1574,ARSENAL pulled clear at the top of the English Premiership for the first time this season after producing a devastating change of gear to sink London rivals Fulham 3-0 at Craven Cottage.,Sports,2,0.11657158
1576,"US surgical strikes continue in Fallujah, Samarra, and Tal Afar. But US says Iraqi forces are not ready to launch major attacks. By Howard LaFranchi.",World,1,0.34150976
1577,"AP - Germany declined the chance to play in the opening game of the 2006 World Cup, with the host nation ceding the honor to Brazil, the 2002 champion.",Sports,2,0.0
1578," HONG KONG (Reuters) - Pro-democracy candidates won limited  gains in Hong Kong's Legislative Council election on Sunday and  the pro-Beijing camp achieved a better-than-expected showing,  exit polls showed.",World,1,0.24418087
1581,"KABUL, Afghanistan - Protesters angered at President Hamid Karzai's sacking of a warlord governor in the west of the country ransacked U.N. compounds and clashed with security forces Sunday, leaving as many as three people dead and dozens wounded, including three U.S...",World,1,0.0
